Probabilidad;Importancia;Regla
0.996;0.01485428;Causa Interrupcion = Bajo nivel de aislamiento (Aislado roto / Tension inadecuada), Solicito FM = False -> Cumple = False
0.996;0.01485428;Causa Interrupcion = Bajo nivel de aislamiento (Aislado roto / Tension inadecuada), Propiedad De La Inst Causante = Propia -> Cumple = False
0.996;0.014825962;Causa Interrupcion = Bajo nivel de aislamiento (Aislado roto / Tension inadecuada), Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.996;0.01181445;Causa Interrupcion = Corte de emergencia (No incluidos en PM y PE), Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.995;0.017219942;Tipo Med = Seccion de Linea o Alimentador, Motivo = Falla -> Cumple = False
0.995;0.017000106;Naturaleza Interrupcion = No Programado, Falla, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.995;0.012644551;Causa Interrupcion = Otros, por falla en componentes del SP, Tipo Med = Alimentador Media Tension -> Cumple = False
0.994;0.012785132;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Motivo = Falla -> Cumple = False
0.994;0.012785132;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Propiedad De La Inst Causante = Propia -> Cumple = False
0.994;0.012785132;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc) -> Cumple = False
0.994;0.012785132;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.994;0.012785132;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Solicito FM = False -> Cumple = False
0.994;0.012785132;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Responsable Interrupcion = Propia -> Cumple = False
0.994;0.012760944;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.994;0.023134921;Motivo = Falla, Propiedad De La Inst Causante = Propia -> Cumple = False
0.994;0.022831976;Motivo = Falla, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores, Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc) -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores, Propiedad De La Inst Causante = Propia -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores, Motivo = Falla -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores, Responsable Interrupcion = Propia -> Cumple = False
0.993;0.009898174;Submotivo = Averia de transformadores, Solicito FM = False -> Cumple = False
0.993;0.009859664;Submotivo = Averia de transformadores, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.993;0.022196356;Naturaleza Interrupcion = No Programado, Falla, Solicito FM = False -> Cumple = False
0.993;0.022196356;Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.993;0.022190962;Naturaleza Interrupcion = No Programado, Falla, Responsable Interrupcion = Propia -> Cumple = False
0.993;0.022190962;Naturaleza Interrupcion = No Programado, Falla, Propiedad De La Inst Causante = Propia -> Cumple = False
0.993;0.022147863;Motivo = Falla, Responsable Interrupcion = Propia -> Cumple = False
0.993;0.023468151;Motivo = Falla, Solicito FM = False -> Cumple = False
0.993;0.023468151;Motivo = Falla -> Cumple = False
0.993;0.022072656;Naturaleza Interrupcion = No Programado, Falla, Motivo = Falla -> Cumple = False
0.993;0.02190709;Naturaleza Interrupcion = No Programado, Falla, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente, Causa Interrupcion = Corte de emergencia (No incluidos en PM y PE) -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente, Propiedad De La Inst Causante = Propia -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente, Motivo = Por maniobra sin aviso, corta -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente, Solicito FM = False -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente, Responsable Interrupcion = Propia -> Cumple = False
0.993;0.009618075;Submotivo = Reparacion de Falso contacto/Punto caliente, Naturaleza Interrupcion = No Programado, Operacion -> Cumple = False
0.993;0.009356777;Submotivo = Reparacion de Falso contacto/Punto caliente, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.993;0.011711194;Responsable Interrupcion = Terceros, Solicito FM = False -> Cumple = False
0.993;0.012148525;Submotivo = Aves, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.993;0.012148525;Causa Interrupcion = Aves, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Causa Interrupcion = Contacto entre conductores -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Responsable Interrupcion = Propia -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Solicito FM = False -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Motivo = Falla -> Cumple = False
0.993;0.009122089;Submotivo = Contacto entre conductores, Propiedad De La Inst Causante = Propia -> Cumple = False
0.992;0.010729576;Submotivo = Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado), Tipo Med = Alimentador Media Tension -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol, Responsable Interrupcion = Propia -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol, Solicito FM = False -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol, Propiedad De La Inst Causante = Propia -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Responsable Interrupcion = Propia -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Causa Interrupcion = Contacto de red con arbol -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Propiedad De La Inst Causante = Propia -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Solicito FM = False -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol, Motivo = Falla -> Cumple = False
0.992;0.010383103;Causa Interrupcion = Contacto de red con arbol, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.992;0.010383103;Submotivo = Contacto de Red con arbol, Motivo = Falla -> Cumple = False
0.992;0.008425759;Responsabilidad Interrupcion = Generacion, Propiedad De La Inst Causante = Otras Empresas Electricas -> Cumple = False
0.992;0.008181841;Submotivo = Sobrecarga, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.991;0.00778446;Tipo Med = Linea de Subtransmision, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.991;0.010528027;Causa Interrupcion = Contacto entre conductores, Solicito FM = False -> Cumple = False
0.991;0.010528027;Causa Interrupcion = Contacto entre conductores, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.991;0.010528027;Causa Interrupcion = Contacto entre conductores, Motivo = Falla -> Cumple = False
0.991;0.010528027;Causa Interrupcion = Contacto entre conductores, Responsable Interrupcion = Propia -> Cumple = False
0.991;0.010528027;Causa Interrupcion = Contacto entre conductores, Propiedad De La Inst Causante = Propia -> Cumple = False
0.991;0.010528027;Causa Interrupcion = Contacto entre conductores -> Cumple = False
0.991;0.010475505;Causa Interrupcion = Contacto entre conductores, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.991;0.009457686;Naturaleza Interrupcion = No Programado, Accion De Terceros, Motivo = Falla -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion -> Cumple = False
0.99;0.007265403;Causa Interrupcion = Ajuste inadecuado de la proteccion, Solicito FM = False -> Cumple = False
0.99;0.007265403;Causa Interrupcion = Ajuste inadecuado de la proteccion, Propiedad De La Inst Causante = Propia -> Cumple = False
0.99;0.007265403;Causa Interrupcion = Ajuste inadecuado de la proteccion, Responsable Interrupcion = Propia -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion, Causa Interrupcion = Ajuste inadecuado de la proteccion -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion, Solicito FM = False -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion, Motivo = Falla -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion, Propiedad De La Inst Causante = Propia -> Cumple = False
0.99;0.007265403;Causa Interrupcion = Ajuste inadecuado de la proteccion -> Cumple = False
0.99;0.007265403;Causa Interrupcion = Ajuste inadecuado de la proteccion, Motivo = Falla -> Cumple = False
0.99;0.007265403;Causa Interrupcion = Ajuste inadecuado de la proteccion, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.99;0.007265403;Submotivo = De coordinacion de proteccion, Responsable Interrupcion = Propia -> Cumple = False
0.99;0.010665333;Naturaleza Interrupcion = No Programado, Accion De Terceros, Solicito FM = False -> Cumple = False
0.99;0.006674567;Causa Interrupcion = Ajuste inadecuado de la proteccion, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.99;0.006674567;Submotivo = De coordinacion de proteccion, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.99;0.008896328;Causa Interrupcion = Contacto de red con arbol, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.99;0.008896328;Submotivo = Contacto de Red con arbol, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.99;0.006490397;Causa Interrupcion = Contacto entre conductores, Tipo Med = Alimentador Media Tension -> Cumple = False
0.989;0.006395486;Tipo Med = Linea de Subtransmision, Solicito FM = True -> Cumple = False
0.989;0.006298611;Tipo Med = Linea de Subtransmision, Motivo = Otros y/o terceros -> Cumple = False
0.989;0.009378757;Causa Interrupcion = Bajo nivel de aislamiento (Aislado roto / Tension inadecuada), Tipo Med = Alimentador Media Tension -> Cumple = False
0.989;0.008233508;Causa Interrupcion = Contacto entre conductores, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.989;0.005672411;Submotivo = Contacto entre conductores, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.988;0.008969327;Submotivo = Otros, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.987;0.004420656;Tipo Med = Linea de Subtransmision, Responsable Interrupcion = Terceros -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora, Motivo = Falla -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora, Causa Interrupcion = Falla sistema interconectado -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora, Solicito FM = False -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora, Responsable Interrupcion = Otras Empresas Electricas -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora -> Cumple = False
0.987;0.004131792;Submotivo = De generadora / transmisora, Propiedad De La Inst Causante = Otras Empresas Electricas -> Cumple = False
0.986;0.013541212;Tipo Med = Seccion de Linea o Alimentador, Solicito FM = False -> Cumple = False
0.986;0.008608395;Motivo = Otros y/o terceros, Solicito FM = False -> Cumple = False
0.986;0.010328525;Tipo Med = Alimentador Media Tension, Motivo = Falla -> Cumple = False
0.986;0.006460076;Responsabilidad Interrupcion = Generacion -> Cumple = False
0.986;0.006128688;Responsabilidad Interrupcion = Transmision, Responsable Interrupcion = Terceros -> Cumple = False
0.986;0.002992223;Causa Interrupcion = Caida de arbol, Tipo Med = Alimentador Media Tension -> Cumple = False
0.986;0.002992223;Submotivo = Caida de arboles, Tipo Med = Alimentador Media Tension -> Cumple = False
0.985;0.009670548;Tipo Med = Alimentador Media Tension, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.985;0.002431657;Submotivo = Reparacion de Falso contacto/Punto caliente, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.984;0.004978794;Naturaleza Interrupcion = No Programado, Fenomenos Naturales, Solicito FM = False -> Cumple = False
0.984;0.001601892;Submotivo = De coordinacion de proteccion, Tipo Med = Alimentador Media Tension -> Cumple = False
0.984;0.004978794;Responsable Interrupcion = Fenomenos Naturales, Solicito FM = False -> Cumple = False
0.984;0.001601892;Causa Interrupcion = Ajuste inadecuado de la proteccion, Tipo Med = Alimentador Media Tension -> Cumple = False
0.984;0.008675141;Causa Interrupcion = Aves, Motivo = Otros y/o terceros -> Cumple = False
0.984;0.008675141;Submotivo = Aves, Motivo = Otros y/o terceros -> Cumple = False
0.984;0.008675141;Submotivo = Aves, Responsable Interrupcion = Terceros -> Cumple = False
0.984;0.008675141;Causa Interrupcion = Aves, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.984;0.008675141;Causa Interrupcion = Aves, Responsable Interrupcion = Terceros -> Cumple = False
0.984;0.008675141;Submotivo = Aves -> Cumple = False
0.984;0.008675141;Submotivo = Aves, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.984;0.008675141;Causa Interrupcion = Aves, Propiedad De La Inst Causante = Propia -> Cumple = False
0.984;0.008675141;Causa Interrupcion = Aves -> Cumple = False
0.984;0.008675141;Submotivo = Aves, Causa Interrupcion = Aves -> Cumple = False
0.984;0.008675141;Submotivo = Aves, Propiedad De La Inst Causante = Propia -> Cumple = False
0.984;0.004804653;Propiedad De La Inst Causante = Otras Empresas Electricas, Motivo = Falla -> Cumple = False
0.984;0.004804653;Responsable Interrupcion = Otras Empresas Electricas, Motivo = Falla -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra, Motivo = Falla -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra, Solicito FM = False -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra, Propiedad De La Inst Causante = Propia -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra, Responsable Interrupcion = Propia -> Cumple = False
0.983;0.001146511;Submotivo = Averia en equipo de proteccion y/o maniobra, Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc) -> Cumple = False
0.983;0.025103628;Solicito FM = False, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.983;0.000660468;Submotivo = Averia en equipo de proteccion y/o maniobra, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.983;0.008021685;Causa Interrupcion = Aves, Solicito FM = True -> Cumple = False
0.983;0.008021685;Submotivo = Aves, Solicito FM = True -> Cumple = False
0.982;0.007857738;Submotivo = Aves, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.982;0.007857738;Causa Interrupcion = Aves, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.982;0.003737309;Propiedad De La Inst Causante = Otras Empresas Electricas, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.982;0.024034368;Solicito FM = False, Propiedad De La Inst Causante = Propia -> Cumple = False
0.981;0.003409285;Responsable Interrupcion = Otras Empresas Electricas, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.981;0.024634688;Solicito FM = False -> Cumple = False
0.981;0.019222189;Responsable Interrupcion = Propia, Solicito FM = False -> Cumple = False
0.981;0.004457638;Responsabilidad Interrupcion = Transmision, Motivo = Otros y/o terceros -> Cumple = False
0.979;-0.002361149;Tipo Med = Linea de Subtransmision, Propiedad De La Inst Causante = Otras Empresas Electricas -> Cumple = False
0.979;0.005317519;Causa Interrupcion = Otros, causados por terceros, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.978;0.003680166;Causa Interrupcion = Caida conductor de red, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.978;0.003680166;Submotivo = Linea abierta o caida, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.978;-0.003522552;Tipo Med = Linea de Subtransmision, Responsable Interrupcion = Otras Empresas Electricas -> Cumple = False
0.978;0.007654313;Tipo Med = Seccion de Linea o Alimentador, Responsable Interrupcion = Propia -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios, Responsable Interrupcion = Propia -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios, Solicito FM = False -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios, Propiedad De La Inst Causante = Propia -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios, Motivo = Mantenimiento preventivo -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios, Naturaleza Interrupcion = Programado Mantenimiento -> Cumple = False
0.976;0.000140955;Submotivo = Cambio de ferreteria y accesorios, Causa Interrupcion = Por mantenimiento -> Cumple = False
0.976;-4.11E-05;Causa Interrupcion = Falla sistema interconectado, Motivo = Falla -> Cumple = False
0.976;-4.11E-05;Causa Interrupcion = Falla sistema interconectado, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.976;-4.11E-05;Causa Interrupcion = Falla sistema interconectado, Propiedad De La Inst Causante = Otras Empresas Electricas -> Cumple = False
0.976;-4.11E-05;Causa Interrupcion = Falla sistema interconectado, Responsable Interrupcion = Otras Empresas Electricas -> Cumple = False
0.976;-4.11E-05;Causa Interrupcion = Falla sistema interconectado -> Cumple = False
0.976;-4.11E-05;Causa Interrupcion = Falla sistema interconectado, Solicito FM = False -> Cumple = False
0.976;0.013247664;Responsable Interrupcion = Propia, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.976;0.003720041;Causa Interrupcion = Caida conductor de red, Solicito FM = False -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida, Motivo = Falla -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida, Causa Interrupcion = Caida conductor de red -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida, Responsable Interrupcion = Propia -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida, Solicito FM = False -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.976;0.003720041;Submotivo = Linea abierta o caida, Propiedad De La Inst Causante = Propia -> Cumple = False
0.976;0.003720041;Causa Interrupcion = Caida conductor de red, Motivo = Falla -> Cumple = False
0.976;0.003720041;Causa Interrupcion = Caida conductor de red, Propiedad De La Inst Causante = Propia -> Cumple = False
0.976;0.003720041;Causa Interrupcion = Caida conductor de red -> Cumple = False
0.976;0.003720041;Causa Interrupcion = Caida conductor de red, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.976;0.003720041;Causa Interrupcion = Caida conductor de red, Responsable Interrupcion = Propia -> Cumple = False
0.976;-0.000418194;Submotivo = Cambio de ferreteria y accesorios, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.976;0.003617982;Causa Interrupcion = Caida conductor de red, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.976;0.003617982;Submotivo = Linea abierta o caida, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.975;0.002050406;Responsabilidad Interrupcion = Transmision, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.974;0.010919322;Responsable Interrupcion = Propia, Propiedad De La Inst Causante = Propia -> Cumple = False
0.973;0.0103863;Responsable Interrupcion = Propia -> Cumple = False
0.973;-0.002127573;Responsabilidad Interrupcion = Transmision, Motivo = Falla -> Cumple = False
0.973;0.006089428;Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.973;0.006083172;Tipo Med = Seccion de Linea o Alimentador, Propiedad De La Inst Causante = Propia -> Cumple = False
0.973;0.006070662;Tipo Med = Seccion de Linea o Alimentador, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable, Propiedad De La Inst Causante = Propia -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable, Responsable Interrupcion = Propia -> Cumple = False
0.973;-0.00236722;Causa Interrupcion = Falla terminal cable, Solicito FM = False -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable, Motivo = Falla -> Cumple = False
0.973;-0.00236722;Causa Interrupcion = Falla terminal cable, Propiedad De La Inst Causante = Propia -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable, Solicito FM = False -> Cumple = False
0.973;-0.00236722;Causa Interrupcion = Falla terminal cable -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable, Causa Interrupcion = Falla terminal cable -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable -> Cumple = False
0.973;-0.00236722;Submotivo = Falla terminal cable, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.973;-0.00236722;Causa Interrupcion = Falla terminal cable, Naturaleza Interrupcion = No Programado, Falla -> Cumple = False
0.973;-0.00236722;Causa Interrupcion = Falla terminal cable, Motivo = Falla -> Cumple = False
0.973;-0.00236722;Causa Interrupcion = Falla terminal cable, Responsable Interrupcion = Propia -> Cumple = False
0.972;-0.002866498;Submotivo = Falla terminal cable, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.972;-0.002866498;Causa Interrupcion = Falla terminal cable, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.97;-0.000229397;Responsable Interrupcion = Otras Empresas Electricas -> Cumple = False
0.97;-0.000229397;Responsable Interrupcion = Otras Empresas Electricas, Propiedad De La Inst Causante = Otras Empresas Electricas -> Cumple = False
0.968;-0.00112115;Naturaleza Interrupcion = No Programado, Fenomenos Naturales, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.968;-0.00112115;Responsable Interrupcion = Fenomenos Naturales, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.967;-0.003748801;Causa Interrupcion = Falla equipo (transformador,interruptor, seccionador de potencia etc), Tipo Med = Alimentador Media Tension -> Cumple = False
0.967;-0.002026079;Responsable Interrupcion = Otras Empresas Electricas, Solicito FM = False -> Cumple = False
0.967;0.012985043;Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.967;0.012985043;Responsabilidad Interrupcion = Distribucion, Propiedad De La Inst Causante = Propia -> Cumple = False
0.966;-0.004181225;Causa Interrupcion = Otros fenomenos naturales y/o ambientales, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.966;0.006645699;Propiedad De La Inst Causante = Propia -> Cumple = False
0.966;-0.006938997;Tipo Med = Subestacion de Potencia, Motivo = Falla -> Cumple = False
0.964;-0.001009471;Responsable Interrupcion = Terceros, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.964;-0.005602664;Submotivo = Condiciones climaticas extremas, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.963;-0.001552086;Causa Interrupcion = Otros, causados por terceros, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.963;-0.001552086;Causa Interrupcion = Otros, causados por terceros -> Cumple = False
0.963;-0.001552086;Causa Interrupcion = Otros, causados por terceros, Responsable Interrupcion = Terceros -> Cumple = False
0.963;-0.001483252;Motivo = Otros y/o terceros, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.963;-0.001616564;Causa Interrupcion = Otros, causados por terceros, Propiedad De La Inst Causante = Propia -> Cumple = False
0.963;-0.00362512;Submotivo = Caida de arboles, Solicito FM = True -> Cumple = False
0.963;-0.00362512;Causa Interrupcion = Caida de arbol, Solicito FM = True -> Cumple = False
0.963;-0.004127197;Causa Interrupcion = Caida conductor de red, Tipo Med = Alimentador Media Tension -> Cumple = False
0.963;-0.004127197;Submotivo = Linea abierta o caida, Tipo Med = Alimentador Media Tension -> Cumple = False
0.963;-0.00177632;Submotivo = Otros, Causa Interrupcion = Otros, causados por terceros -> Cumple = False
0.963;-0.00177632;Submotivo = Otros, Motivo = Otros y/o terceros -> Cumple = False
0.963;-0.00177632;Submotivo = Otros, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.963;-0.00177632;Submotivo = Otros, Responsable Interrupcion = Terceros -> Cumple = False
0.963;-0.00177632;Submotivo = Otros -> Cumple = False
0.963;-0.001578385;Naturaleza Interrupcion = No Programado, Accion De Terceros, Tipo Med = Seccion de Linea o Alimentador -> Cumple = False
0.963;-0.001831285;Submotivo = Otros, Propiedad De La Inst Causante = Propia -> Cumple = False
0.963;-0.001784665;Causa Interrupcion = Otros, causados por terceros, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.963;-0.001943357;Submotivo = Otros, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.963;-0.003867485;Tipo Med = Linea de Subtransmision -> Cumple = False
0.962;-0.003679021;Causa Interrupcion = Caida de arbol, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.962;-0.003679021;Causa Interrupcion = Caida de arbol -> Cumple = False
0.962;-0.003679021;Submotivo = Caida de arboles, Propiedad De La Inst Causante = Propia -> Cumple = False
0.962;-0.003679021;Causa Interrupcion = Caida de arbol, Motivo = Otros y/o terceros -> Cumple = False
0.962;-0.003679021;Submotivo = Caida de arboles, Causa Interrupcion = Caida de arbol -> Cumple = False
0.962;-0.003679021;Submotivo = Caida de arboles, Responsable Interrupcion = Terceros -> Cumple = False
0.962;-0.003679021;Submotivo = Caida de arboles, Naturaleza Interrupcion = No Programado, Accion De Terceros -> Cumple = False
0.962;-0.003679021;Submotivo = Caida de arboles, Motivo = Otros y/o terceros -> Cumple = False
0.962;-0.003679021;Causa Interrupcion = Caida de arbol, Responsable Interrupcion = Terceros -> Cumple = False
0.962;-0.003679021;Causa Interrupcion = Caida de arbol, Propiedad De La Inst Causante = Propia -> Cumple = False
0.962;-0.003679021;Submotivo = Caida de arboles -> Cumple = False
0.962;-0.009495825;Tipo Med = Subestacion de Potencia, Responsable Interrupcion = Terceros -> Cumple = False
0.961;-0.004109986;Causa Interrupcion = Caida de arbol, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.961;-0.004109986;Submotivo = Caida de arboles, Responsabilidad Interrupcion = Distribucion -> Cumple = False
0.961;-0.004500669;Propiedad De La Inst Causante = Otras Empresas Electricas, Solicito FM = False -> Cumple = False
0.961;-0.009979712;Submotivo = Incremento de la Capacidad de Transformacion, Propiedad De La Inst Causante = Propia -> Cumple = False
0.96;-0.003716054;Causa Interrupcion = Aves, Tipo Med = Alimentador Media Tension -> Cumple = False
