Periodo;AbreviaEmpresa;IdInterrupcion;NroInterrupcion;UUNN;EE;TipoMed;NaturalezaInterrupcion;ResponsabilidadInterrupcion;ResponsableInterrupcion;PropiedadDeLaInstCausante;CausaInterrupcion;SolicitoFM;IniciaTramiteFM;EstadoFM;Motivo;TipoProgramada;ClasificacionMotivo;Submotivo;SaidiUUNN;Cumple;Fecha
201902;ENOSA;2240394;70065489;Talara;I130049;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.040754784;0;28/02/2019
201902;ENOSA;2240398;70065490;Talara;I130049;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.162995798;0;28/02/2019
201902;ENOSA;2240410;70065491;Talara;I130164;Seccion de Linea o Alimentador;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Reparacion de Falso contacto/Punto caliente;0.008058293;0;28/02/2019
201902;ENOSA;2240643;150067918;Sullana;A1524  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Bajo nivel de aislamiento (Aislado roto / Tension inadecuada);0;0;Sin Tramite;Falla;NULL;Interno;Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado);0.000128903;0;28/02/2019
201902;ENOSA;2241423;10192402;Piura;I100738;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.004245323;0;28/02/2019
201902;ENOSA;2241556;150067986;Sullana;I150878;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.0000183;0;28/02/2019
201902;ENOSA;2241586;70065508;Talara;I130091;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.052852575;0;28/02/2019
201902;ENOSA;2241594;30073519;Tumbes;A1044  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.050089301;0;28/02/2019
201902;ENOSA;2241606;30073520;Tumbes;A1094  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Falla terminal cable;0;0;Sin Tramite;Falla;NULL;Interno;Falla terminal cable;0.002769736;0;28/02/2019
201902;ENOSA;2241641;30073521;Tumbes;A1054  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.000207669;0;28/02/2019
201902;ENOSA;2241688;70065509;Talara;A1304  ;Alimentador Media Tension;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.037279013;0;28/02/2019
201902;ENOSA;2241700;50003107;Talara;I113301;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.066695291;0;28/02/2019
201902;ENOSA;2241701;150068000;Sullana;A1014  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Falla;NULL;Interno;De unica responsabilidad del cliente;0.000135509;0;28/02/2019
201902;ENOSA;2241708;150068001;Sullana;A1524  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000006356;0;28/02/2019
201902;ENOSA;2241716;150068003;Sullana;A1016  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.27587577;1;28/02/2019
201902;ENOSA;2241727;150068004;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.005683465;0;28/02/2019
201902;ENOSA;2241874;120025330;Alto Piura;I140036;Seccion de Linea o Alimentador;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Cambio de estructuras y accesorios en riesgo  ;0.000034144;0;28/02/2019
201902;ENOSA;2241890;120025331;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000731508;0;28/02/2019
201902;ENOSA;2241983;120025332;Alto Piura;A1402  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.002002564;0;28/02/2019
201902;ENOSA;2242002;120025333;Alto Piura;I114575;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.050654337;0;28/02/2019
201902;ENOSA;2242020;120025334;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.004039671;0;28/02/2019
201902;ENOSA;2242233;150068066;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.049019892;0;28/02/2019
201902;ENOSA;2242237;120025335;Alto Piura;A1071  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia en equipo de proteccion y/o maniobra;0.091918671;0;28/02/2019
201902;ENOSA;2242250;120025336;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000491311;0;28/02/2019
201902;ENOSA;2242270;120025337;Alto Piura;A1402  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Aves;0.017272121;0;28/02/2019
201902;ENOSA;2242381;180044623;Paita;A1604  ;Alimentador Media Tension;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Reparacion de Falso contacto/Punto caliente;0.008903901;0;28/02/2019
201902;ENOSA;2242425;150068075;Sullana;I150906;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000162571;0;28/02/2019
201902;ENOSA;2242666;10192548;Piura;E101352;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.00025503;0;28/02/2019
201902;ENOSA;2242830;200023863;Bajo Piura;A1079  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Ajuste inadecuado de la proteccion;0;0;Sin Tramite;Falla;NULL;Interno;De coordinacion de proteccion;0.297760464;1;28/02/2019
201902;ENOSA;2243093;150068099;Sullana;A1522  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000404158;0;28/02/2019
201902;ENOSA;2243314;10192549;Piura;I100017;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.103647394;0;28/02/2019
201902;ENOSA;2243660;10192551;Piura;E101352;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000333501;0;28/02/2019
201902;ENOSA;2243674;10192552;Piura;I100688;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Falla;NULL;Interno;De unica responsabilidad del cliente;0.000005552;0;28/02/2019
201902;ENOSA;2243957;10192553;Piura;A1003  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Vandalismo;1;1;No Procede;Otros y/o terceros;NULL;Interno;Vandalismo;0.07308887;0;28/02/2019
201902;ENOSA;2244069;30073524;Tumbes;I120419;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Bajo nivel de aislamiento (Aislado roto / Tension inadecuada);0;0;Sin Tramite;Falla;NULL;Interno;Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado);0.027496662;0;28/02/2019
201902;ENOSA;2244354;10192555;Piura;A1007  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.006827973;0;28/02/2019
201902;ENOSA;2244568;10192556;Piura;E102417;Subestacion de Distribucion;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Falla;NULL;Interno;De unica responsabilidad del cliente;0.000029365;0;28/02/2019
201902;ENOSA;2244709;10192557;Piura;E101011;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.000217078;0;28/02/2019
201902;ENOSA;2244799;150068197;Sullana;A1525  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000004611;0;28/02/2019
201902;ENOSA;2244893;10192558;Piura;E102547;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000003208;0;28/02/2019
201902;ENOSA;2244988;10192559;Piura;E101438;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.00002912;0;28/02/2019
201902;ENOSA;2245236;10192560;Piura;I179009;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Cometas;1;1;Procede;Otros y/o terceros;NULL;Interno;Objetos en redes (Cometas, cintas, etc);0.001816304;0;28/02/2019
201902;ENOSA;2245773;150068247;Sullana;A1011  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.044072393;0;28/02/2019
201902;ENOSA;2245834;200023864;Bajo Piura;I179983;Seccion de Linea o Alimentador;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Cambio de estructuras y accesorios en riesgo  ;0.013054403;0;28/02/2019
201902;ENOSA;2245885;180044715;Paita;P103   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Exonerado de comp. Exp. o Ref. redes Transmision;0.104200189;0;28/02/2019
201902;ENOSA;2245892;180044716;Paita;P106   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Exonerado de comp. Exp. o Ref. redes Transmision;1.140875548;1;28/02/2019
201902;ENOSA;2245936;10192561;Piura;I100429;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Impacto vehicular;1;1;No Procede;Otros y/o terceros;NULL;Interno;Colision de vehiculo contra retenida  ;0.042329513;0;28/02/2019
201902;ENOSA;2246343;200023868;Bajo Piura;I180017;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.007391722;0;28/02/2019
201902;ENOSA;2246347;200023869;Bajo Piura;I179963;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.099930915;0;28/02/2019
201902;ENOSA;2247807;10192562;Piura;I100429;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.007447684;0;28/02/2019
201902;ENOSA;2247869;10192563;Piura;A1123  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;No Procede;Otros y/o terceros;NULL;Interno;Aves;0.085485644;0;28/02/2019
201902;ENOSA;2247942;10192564;Piura;A1123  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.194480675;0;28/02/2019
201902;ENOSA;2248259;150068365;Sullana;A1525  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000003547;0;28/02/2019
201902;ENOSA;2248384;70065511;Talara;A1056  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.313147301;1;28/02/2019
201902;ENOSA;2248390;30073528;Tumbes;I120157;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.012445301;0;28/02/2019
201902;ENOSA;2248409;30073529;Tumbes;I120402;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.000150189;0;28/02/2019
201902;ENOSA;2248413;200023870;Bajo Piura;I179988;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.023674088;0;28/02/2019
201902;ENOSA;2248784;120025414;Alto Piura;A1404  ;Alimentador Media Tension;No Programado, Fenomenos Naturales;Distribucion;Fenomenos Naturales;Propia;Fuertes vientos;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Fuertes vientos en la zona;0.001018354;0;28/02/2019
201902;ENOSA;2248978;120025415;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Fenomenos Naturales;Distribucion;Fenomenos Naturales;Propia;Fuertes vientos;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Fuertes vientos en la zona;0.000807934;0;28/02/2019
201902;ENOSA;2249004;120025416;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Fenomenos Naturales;Distribucion;Fenomenos Naturales;Propia;Fuertes vientos;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Fuertes vientos en la zona;0.000702211;0;28/02/2019
201902;ENOSA;2249019;150068400;Sullana;I150879;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.001290923;0;28/02/2019
201902;ENOSA;2249025;150068401;Sullana;I150878;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000005816;0;28/02/2019
201902;ENOSA;2249157;10192575;Piura;E170067;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000389886;0;28/02/2019
201902;ENOSA;2249365;200023871;Bajo Piura;L113   ;Linea de Subtransmision;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.000840992;0;28/02/2019
201902;ENOSA;2249848;10192786;Piura;I100078;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.011928519;0;28/02/2019
201902;ENOSA;2249921;150068405;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.064442872;0;28/02/2019
201902;ENOSA;2249977;10192788;Piura;I100443;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.027453337;0;28/02/2019
201902;ENOSA;2250123;10192872;Piura;E102238;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.000570024;0;28/02/2019
201902;ENOSA;2250461;180044844;Paita;I160054;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.056815364;0;28/02/2019
201902;ENOSA;2250881;10193151;Piura;E101447;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000321204;0;28/02/2019
201902;ENOSA;2251256;150068449;Sullana;I150965;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.012766802;0;28/02/2019
201902;ENOSA;2251276;150068450;Sullana;I150878;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000034614;0;28/02/2019
201902;ENOSA;2252106;10193578;Piura;E102087;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.001554611;0;28/02/2019
201902;ENOSA;2252368;200023872;Bajo Piura;A1068  ;Alimentador Media Tension;No Programado, Rechazo Carga;Generacion;Otras Empresas Electricas;Otras Empresas Electricas;Deficit de generacion;0;0;Sin Tramite;Falla;NULL;Externo;Rechazo Manual de Carga;0.035344206;0;28/02/2019
201902;ENOSA;2252425;30073538;Tumbes;A1048  ;Alimentador Media Tension;No Programado, Rechazo Carga;Generacion;Otras Empresas Electricas;Otras Empresas Electricas;Deficit de generacion;0;0;Sin Tramite;Falla;NULL;Externo;Rechazo de carga por Minima Frecuencia;0.127681762;0;28/02/2019
201902;ENOSA;2252431;150068483;Sullana;I151034;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.001029476;0;28/02/2019
201902;ENOSA;2252466;120025463;Alto Piura;A1402  ;Alimentador Media Tension;No Programado, Fenomenos Naturales;Distribucion;Fenomenos Naturales;Propia;Fuertes vientos;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Fuertes vientos en la zona;0.011086892;0;28/02/2019
201902;ENOSA;2252895;180044934;Paita;A1031  ;Alimentador Media Tension;No Programado, Rechazo Carga;Generacion;Otras Empresas Electricas;Otras Empresas Electricas;Deficit de generacion;0;0;Sin Tramite;Falla;NULL;Externo;Rechazo de carga por Minima Frecuencia;0.000022557;0;28/02/2019
201902;ENOSA;2253152;150068506;Sullana;I150021;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.00031351;0;28/02/2019
201902;ENOSA;2253382;200023873;Bajo Piura;I179972;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.159893669;0;28/02/2019
201902;ENOSA;2253494;10193984;Piura;I100606;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.000603491;0;28/02/2019
201902;ENOSA;2253905;120025464;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Fenomenos Naturales;Distribucion;Fenomenos Naturales;Propia;Fuertes vientos;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Fuertes vientos en la zona;0.002740424;0;28/02/2019
201902;ENOSA;2254220;180045076;Paita;I160090;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.091660653;0;28/02/2019
201902;ENOSA;2254221;70065558;Talara;A1302  ;Alimentador Media Tension;No Programado, Rechazo Carga;Generacion;Otras Empresas Electricas;Otras Empresas Electricas;Deficit de generacion;0;0;Sin Tramite;Falla;NULL;Externo;Rechazo de carga por Minima Frecuencia;0.086283617;0;28/02/2019
201902;ENOSA;2254242;30073603;Tumbes;A1044  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Bajo nivel de aislamiento (Aislado roto / Tension inadecuada);0;0;Sin Tramite;Falla;NULL;Interno;Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado);0.016589201;0;28/02/2019
201902;ENOSA;2254340;30073604;Tumbes;A1054  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia de transformadores;0.000133501;0;28/02/2019
201902;ENOSA;2254475;10194298;Piura;E101141;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.0001525;0;28/02/2019
201902;ENOSA;2254651;120025465;Alto Piura;A1071  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.056042231;0;28/02/2019
201902;ENOSA;2254758;10194406;Piura;E101531;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.00179644;0;28/02/2019
201902;ENOSA;2256158;120025466;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.000469476;0;28/02/2019
201902;ENOSA;2256254;10194952;Piura;I100689;Seccion de Linea o Alimentador;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Reparacion de Falso contacto/Punto caliente;0.001313769;0;28/02/2019
201902;ENOSA;2256418;180045155;Paita;I160092;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.00097653;0;28/02/2019
201902;ENOSA;2257432;150068655;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.014877391;0;28/02/2019
201902;ENOSA;2257523;200023880;Bajo Piura;I179963;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Cometas;1;1;No Procede;Otros y/o terceros;NULL;Interno;Objetos en redes (Cometas, cintas, etc);0.080356821;0;28/02/2019
201902;ENOSA;2257595;150068657;Sullana;I150878;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000020286;0;28/02/2019
201902;ENOSA;2258817;150068679;Sullana;I150889;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.027637951;0;28/02/2019
201902;ENOSA;2260750;10195389;Piura;E101400;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000034053;0;28/02/2019
201902;ENOSA;2260813;10195390;Piura;E101251;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000313513;0;28/02/2019
201902;ENOSA;2261368;200023881;Bajo Piura;I180006;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.030794335;0;28/02/2019
201902;ENOSA;2261715;120025467;Alto Piura;A1406  ;Alimentador Media Tension;No Programado, Operacion;Distribucion;Terceros;Propia;Pedido autoridad (Defensa Civil, Municipalidad, OSINERG etc);1;1;Procede;Otros y/o terceros;NULL;Interno;A solicitud de Defensa Civil & Autoridades;0.007522124;0;28/02/2019
201902;ENOSA;2261821;180045202;Paita;A1022  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Vandalismo;1;1;Procede;Otros y/o terceros;NULL;Interno;Vandalismo;0.001040337;0;28/02/2019
201902;ENOSA;2261865;180045204;Paita;A1022  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.000133163;0;28/02/2019
201902;ENOSA;2262003;10195532;Piura;E101011;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Cambio de estructuras y accesorios en riesgo  ;0.000358827;0;28/02/2019
201902;ENOSA;2262030;70067785;Talara;I130129;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Vandalismo;1;1;Procede;Otros y/o terceros;NULL;Interno;Vandalismo;0.885908887;1;28/02/2019
