Periodo;AbreviaEmpresa;IdInterrupcion;NroInterrupcion;UUNN;EE;TipoMed;NaturalezaInterrupcion;ResponsabilidadInterrupcion;ResponsableInterrupcion;PropiedadDeLaInstCausante;CausaInterrupcion;SolicitoFM;IniciaTramiteFM;EstadoFM;Motivo;TipoProgramada;ClasificacionMotivo;Submotivo;SaidiUUNN;Cumple;Fecha
201901;ENOSA;2192767;120024973;Alto Piura;I140198;Seccion de Linea o Alimentador;Programado,Expansion O Reforzamiento;Distribucion;Propia;Propia;Por Expansion o reforzamiento de redes;0;0;Sin Tramite;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Incremento de la Capacidad del conductor;0.001309072;0;31/01/2019
201901;ENOSA;2194999;150066109;Sullana;I151081;Seccion de Linea o Alimentador;Programado,Expansion O Reforzamiento;Distribucion;Propia;Propia;Por Expansion o reforzamiento de redes;0;0;Sin Tramite;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Expansion de redes;0.00006816;0;31/01/2019
201901;ENOSA;2195043;150066112;Sullana;A1942  ;Alimentador Media Tension;Programado,Expansion O Reforzamiento;Distribucion;Propia;Propia;Por Expansion o reforzamiento de redes;0;0;Sin Tramite;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Expansion de redes;0.008860792;0;31/01/2019
201901;ENOSA;2207264;10191406;Piura;I100147;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Cometas;1;1;No Procede;Otros y/o terceros;NULL;Interno;Objetos en redes (Cometas, cintas, etc);0.010123656;0;31/01/2019
201901;ENOSA;2207358;10191407;Piura;I100649;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Contacto entre conductores;0.022959249;0;31/01/2019
201901;ENOSA;2207428;30072478;Tumbes;A1052  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.030018138;0;31/01/2019
201901;ENOSA;2207455;30072479;Tumbes;I120157;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Bajo nivel de aislamiento (Aislado roto / Tension inadecuada);0;0;Sin Tramite;Falla;NULL;Interno;Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado);0.001120541;0;31/01/2019
201901;ENOSA;2208176;180044116;Paita;I160109;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.089874707;0;31/01/2019
201901;ENOSA;2208629;120025078;Alto Piura;A1402  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.001000447;0;31/01/2019
201901;ENOSA;2208821;150066819;Sullana;I150852;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.00196968;0;31/01/2019
201901;ENOSA;2208881;150066821;Sullana;A1944  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.000036451;0;31/01/2019
201901;ENOSA;2208895;150066822;Sullana;A1525  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Otros;0.000002556;0;31/01/2019
201901;ENOSA;2208899;150066823;Sullana;A1016  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Otros;0.028823133;0;31/01/2019
201901;ENOSA;2208909;150066824;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.002827498;0;31/01/2019
201901;ENOSA;2208920;150066825;Sullana;A1944  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.000046952;0;31/01/2019
201901;ENOSA;2209042;30072526;Tumbes;I120076;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Contacto entre conductores;0;0;Sin Tramite;Falla;NULL;Interno;Cortocircuito;0.00345201;0;31/01/2019
201901;ENOSA;2210372;30072553;Tumbes;I120028;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.002046691;0;31/01/2019
201901;ENOSA;2211034;10191572;Piura;I100112;Seccion de Linea o Alimentador;Programado,Expansion O Reforzamiento;Distribucion;Propia;Propia;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Exonerado de comp. Exp. o Ref. redes Transmision;0.000222493;0;31/01/2019
201901;ENOSA;2211046;10191573;Piura;E101178;Subestacion de Distribucion;Programado,Expansion O Reforzamiento;Distribucion;Propia;Propia;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Interno;Exonerado de comp. Exp. o Ref. redes Transmision;0.007490581;0;31/01/2019
201901;ENOSA;2211342;10191574;Piura;E101438;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;Sobrecarga;0.000028553;0;31/01/2019
201901;ENOSA;2211610;10191575;Piura;A1128  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Falla;NULL;Interno;De unica responsabilidad del cliente;0.000007787;0;31/01/2019
201901;ENOSA;2211726;10191576;Piura;E102076;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000332255;0;31/01/2019
201901;ENOSA;2211946;10191578;Piura;E101334;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000089492;0;31/01/2019
201901;ENOSA;2212572;150066877;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.003532955;0;31/01/2019
201901;ENOSA;2212589;150066878;Sullana;A1942  ;Alimentador Media Tension;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Reparacion de Falso contacto/Punto caliente;0.000159366;0;31/01/2019
201901;ENOSA;2212603;150066879;Sullana;I151034;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.001105895;0;31/01/2019
201901;ENOSA;2212605;120025099;Alto Piura;A1071  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Falla;NULL;Interno;De unica responsabilidad del cliente;0.012874321;0;31/01/2019
201901;ENOSA;2212652;180044182;Paita;I160061;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.022958852;0;31/01/2019
201901;ENOSA;2212721;10191626;Piura;I100003;Seccion de Linea o Alimentador;No Programado, Operacion;Distribucion;Propia;Propia;Error de maniobra;0;0;Sin Tramite;Falla;NULL;Interno;Error de maniobra;0.000875891;0;31/01/2019
201901;ENOSA;2212830;10191634;Piura;E101387;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia de transformadores;0.00284989;0;31/01/2019
201901;ENOSA;2213144;150066880;Sullana;A1525  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.000000852;0;31/01/2019
201901;ENOSA;2213153;150066881;Sullana;A1016  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.013563827;0;31/01/2019
201901;ENOSA;2213156;70065087;Talara;A1303  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;No Procede;Otros y/o terceros;NULL;Interno;Aves;0.244264555;1;31/01/2019
201901;ENOSA;2213309;10191639;Piura;E101359;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Falla terminal cable;0;0;Sin Tramite;Falla;NULL;Interno;Falla terminal cable;0.000211553;0;31/01/2019
201901;ENOSA;2213518;30072603;Tumbes;A1052  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Bajo nivel de aislamiento (Aislado roto / Tension inadecuada);0;0;Sin Tramite;Falla;NULL;Interno;Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado);0.026619059;0;31/01/2019
201901;ENOSA;2213521;30072604;Tumbes;A1052  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Bajo nivel de aislamiento (Aislado roto / Tension inadecuada);0;0;Sin Tramite;Falla;NULL;Interno;Bajo nivel de aislamiento ( Elemento Electrico mal dimensionado);0.025253977;0;31/01/2019
201901;ENOSA;2213534;30072605;Tumbes;I120411;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.00030335;0;31/01/2019
201901;ENOSA;2213672;30072614;Tumbes;I120157;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.01904921;0;31/01/2019
201901;ENOSA;2213699;30072617;Tumbes;A1052  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;Interno;Otros;0.019111118;0;31/01/2019
201901;ENOSA;2214065;30072637;Tumbes;A1049  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;Procede;Otros y/o terceros;NULL;NULL;Accidentes;0.003813552;0;31/01/2019
201901;ENOSA;2214215;10191649;Piura;A1931  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.091919665;0;31/01/2019
201901;ENOSA;2214304;10191660;Piura;E101278;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia de transformadores;0.003724928;0;31/01/2019
201901;ENOSA;2214328;120025181;Alto Piura;P107   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;2.968546573;1;31/01/2019
201901;ENOSA;2214723;120025184;Alto Piura;L127   ;Linea de Subtransmision;No Programado, Falla;Transmision;Propia;Propia;Ajuste inadecuado de la proteccion;0;0;Sin Tramite;Falla;NULL;Interno;De coordinacion de proteccion;0.000001984;0;31/01/2019
201901;ENOSA;2214761;120025185;Alto Piura;I140137;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.023805273;0;31/01/2019
201901;ENOSA;2214764;120025186;Alto Piura;I140020;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia en equipo de proteccion - Cut Out;0.047983037;0;31/01/2019
201901;ENOSA;2214793;70065102;Talara;A1303  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.119650355;0;31/01/2019
201901;ENOSA;2214912;150066909;Sullana;I151119;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000016756;0;31/01/2019
201901;ENOSA;2214937;150066910;Sullana;A1508  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000002556;0;31/01/2019
201901;ENOSA;2215005;10191670;Piura;P136   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.024474176;0;31/01/2019
201901;ENOSA;2215061;10191672;Piura;L105   ;Linea de Subtransmision;No Programado, Accion De Terceros;Transmision;Terceros;Propia;Contacto accidental con la linea;1;1;Procede;Otros y/o terceros;NULL;Interno;Contacto accidental con linea;0.000003848;0;31/01/2019
201901;ENOSA;2215105;10191673;Piura;I100597;Seccion de Linea o Alimentador;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000055578;0;31/01/2019
201901;ENOSA;2215132;10191674;Piura;P101   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.026228159;0;31/01/2019
201901;ENOSA;2215143;10191675;Piura;P101   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.026228159;0;31/01/2019
201901;ENOSA;2215150;150066929;Sullana;P102   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.36939278;1;31/01/2019
201901;ENOSA;2215151;10191676;Piura;P137   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.022160254;0;31/01/2019
201901;ENOSA;2215174;150066935;Sullana;P197   ;Subestacion de Potencia;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.00010224;0;31/01/2019
201901;ENOSA;2215185;150066939;Sullana;G102   ;Central de Generacion;Programado,Expansion O Reforzamiento;Generacion;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.503224817;1;31/01/2019
201901;ENOSA;2215386;10191684;Piura;E170007;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000364888;0;31/01/2019
201901;ENOSA;2215417;70065116;Talara;A1303  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;1;1;No Procede;Otros y/o terceros;NULL;Interno;Otros;0.548407801;1;31/01/2019
201901;ENOSA;2215502;70065117;Talara;A1305  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia en equipo de proteccion - Cut Out;0.040269892;0;31/01/2019
201901;ENOSA;2215606;70065118;Talara;I113301;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Impacto vehicular;1;1;No Procede;Otros y/o terceros;NULL;Interno;Colision de vehiculo contra estructuras;0.256237177;1;31/01/2019
201901;ENOSA;2215688;10191692;Piura;I100318;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Aves;0.012096423;0;31/01/2019
201901;ENOSA;2216037;30072701;Tumbes;A1301  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.014950876;0;31/01/2019
201901;ENOSA;2216051;10191693;Piura;E101453;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia de transformadores;0.005460337;0;31/01/2019
201901;ENOSA;2216465;150066969;Sullana;I151119;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000010934;0;31/01/2019
201901;ENOSA;2216476;150066970;Sullana;I150912;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000210728;0;31/01/2019
201901;ENOSA;2216496;150066974;Sullana;P102   ;Subestacion de Potencia;No Programado, Falla;Transmision;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.008408463;0;31/01/2019
201901;ENOSA;2216500;150066975;Sullana;P197   ;Subestacion de Potencia;No Programado, Falla;Transmision;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000003524;0;31/01/2019
201901;ENOSA;2216557;150066976;Sullana;G102   ;Central de Generacion;No Programado, Falla;Generacion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.018222302;0;31/01/2019
201901;ENOSA;2216663;10191716;Piura;E101745;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.004236834;0;31/01/2019
201901;ENOSA;2217141;10191734;Piura;E101774;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;Sobrecarga;0.001109601;0;31/01/2019
201901;ENOSA;2217217;120025194;Alto Piura;I140020;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Caida de arbol;0;0;Sin Tramite;Otros y/o terceros;NULL;Interno;Caida de arboles;0.060961491;0;31/01/2019
201901;ENOSA;2217543;10191738;Piura;I100432;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia en equipo de proteccion y/o maniobra;0.00738847;0;31/01/2019
201901;ENOSA;2217705;30072722;Tumbes;I120157;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.016527991;0;31/01/2019
201901;ENOSA;2217770;180044232;Paita;A1026  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Otros, causados por terceros;0;0;Sin Tramite;Falla;NULL;Interno;De unica responsabilidad del cliente;0.000274619;0;31/01/2019
201901;ENOSA;2217824;180044233;Paita;I160058;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia en equipo de proteccion y/o maniobra;0.131941748;0;31/01/2019
201901;ENOSA;2218011;30072736;Tumbes;L118   ;Linea de Subtransmision;Programado,Expansion O Reforzamiento;Transmision;Propia;Otras Empresas Electricas;Por Expansion o reforzamiento de redes;1;1;Procede;Interrupcion por Expansion y Reforzamiento;Programada por expansion;Externo;Incremento de la Capacidad de Transformacion;0.231785005;1;31/01/2019
201901;ENOSA;2218060;10191754;Piura;E101400;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.000413836;0;31/01/2019
201901;ENOSA;2218263;10191756;Piura;E101774;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;Sobrecarga;0.002500198;0;31/01/2019
201901;ENOSA;2218670;10191761;Piura;A1934  ;Alimentador Media Tension;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Reparacion de Falso contacto/Punto caliente;0.073508059;0;31/01/2019
201901;ENOSA;2218677;10191763;Piura;E101774;Subestacion de Distribucion;No Programado, Operacion;Distribucion;Propia;Propia;Corte de emergencia (No incluidos en PM y PE);0;0;Sin Tramite;Por maniobra sin aviso, corta;NULL;Interno;Seguridad;0.001118451;0;31/01/2019
201901;ENOSA;2218698;150067123;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.032188671;0;31/01/2019
201901;ENOSA;2218750;150067124;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.027944011;0;31/01/2019
201901;ENOSA;2218988;180044257;Paita;A1026  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia en equipo de proteccion y/o maniobra;0.000263523;0;31/01/2019
201901;ENOSA;2219179;150067125;Sullana;I151126;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Vandalismo;1;1;Procede;Otros y/o terceros;NULL;Interno;Vandalismo;0.000844861;0;31/01/2019
201901;ENOSA;2219189;150067126;Sullana;A1524  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000002291;0;31/01/2019
201901;ENOSA;2219491;120025208;Alto Piura;A1402  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;No Procede;Otros y/o terceros;NULL;Interno;Aves;0.011255043;0;31/01/2019
201901;ENOSA;2219500;120025209;Alto Piura;A1933  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;No Procede;Otros y/o terceros;NULL;Interno;Aves;0.151649031;0;31/01/2019
201901;ENOSA;2219647;30072748;Tumbes;A1054  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;Procede;Otros y/o terceros;NULL;Interno;Aves;0.000430882;0;31/01/2019
201901;ENOSA;2219875;150067150;Sullana;I151034;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.00196045;0;31/01/2019
201901;ENOSA;2220268;10191811;Piura;I179009;Seccion de Linea o Alimentador;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Cometas;1;1;Procede;Otros y/o terceros;NULL;Interno;Objetos en redes (Cometas, cintas, etc);0.007469648;0;31/01/2019
201901;ENOSA;2220345;150067187;Sullana;I150613;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.012016455;0;31/01/2019
201901;ENOSA;2220523;120025214;Alto Piura;A1071  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Caida conductor de red;0;0;Sin Tramite;Falla;NULL;Interno;Linea abierta o caida;0.005941401;0;31/01/2019
201901;ENOSA;2220615;150067192;Sullana;I150807;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.034664721;0;31/01/2019
201901;ENOSA;2220675;10191827;Piura;I100565;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000025121;0;31/01/2019
201901;ENOSA;2220770;10191828;Piura;E101959;Subestacion de Distribucion;No Programado, Falla;Distribucion;Propia;Propia;Falla terminal cable;0;0;Sin Tramite;Falla;NULL;Interno;Falla terminal cable;0.004384223;0;31/01/2019
201901;ENOSA;2220807;10191837;Piura;I100519;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;No identificado;0.000037577;0;31/01/2019
201901;ENOSA;2220908;120025215;Alto Piura;I140172;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;Sobrecarga;0.080390103;0;31/01/2019
201901;ENOSA;2220919;120025216;Alto Piura;I140172;Seccion de Linea o Alimentador;No Programado, Falla;Distribucion;Propia;Propia;Otros, por falla en componentes del SP;0;0;Sin Tramite;Falla;NULL;Interno;Sobrecarga;0.069427817;0;31/01/2019
201901;ENOSA;2221289;150067203;Sullana;A1525  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;No Procede;Otros y/o terceros;NULL;Interno;Aves;0.000003408;0;31/01/2019
201901;ENOSA;2221294;150067205;Sullana;A1016  ;Alimentador Media Tension;No Programado, Accion De Terceros;Distribucion;Terceros;Propia;Aves;1;1;No Procede;Otros y/o terceros;NULL;Interno;Aves;0.023203914;0;31/01/2019
201901;ENOSA;2221819;30072834;Tumbes;A1051  ;Alimentador Media Tension;No Programado, Falla;Distribucion;Propia;Propia;Falla equipo (transformador,interruptor, seccionador de potencia etc);0;0;Sin Tramite;Falla;NULL;Interno;Averia de transformadores;0.016057177;0;31/01/2019
